Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/10          Application::freeAllAssets() [240]
                0.00    0.00       9/10          GameLogic::resetGame() [89]
[217]    0.0    0.00    0.00      10         Dodge::WorldSpace::removeAndUntrackAll() [217]
                0.00    0.00      10/10          Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::removeAll() [218]
                0.00    0.00       9/1786931     std::_Rb_tree<boost::shared_ptr<Dodge::Entity>, boost::shared_ptr<Dodge::Entity>, std::_Identity<boost::shared_ptr<Dodge::Entity> >, std::less<boost::shared_ptr<Dodge::Entity> >, std::allocator<boost::shared_ptr<Dodge::Entity> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<Dodge::Entity> >*) <cycle 1> [457]
-----------------------------------------------
                0.00    0.00      10/10          Dodge::WorldSpace::removeAndUntrackAll() [217]
[218]    0.0    0.00    0.00      10         Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::removeAll() [218]
                0.00    0.00      40/1397        Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::~Quadtree() [168]
                0.00    0.00     174/358838      Dodge::Polygon::~Polygon() [51]
                0.00    0.00     177/1786931     boost::detail::shared_count::~shared_count() <cycle 1> [108]
-----------------------------------------------
                0.00    0.00     610/610         Dodge::Entity::recomputeBoundary() [211]
[219]    0.0    0.00    0.00     610         Dodge::Range::setSize(float, float) [219]
                0.00    0.00    1223/1225        Dodge::Polygon::updateModels() const [228]
                0.00    0.00    1222/1008778     Dodge::Polygon::updateInteriorModel() const [66]
                0.00    0.00    1223/1225        Dodge::Polygon::restructure() [489]
-----------------------------------------------
                                   1             Player::~Player() <cycle 1> [834]
[220]    0.0    0.00    0.00       1         Player::~Player() <cycle 1> [220]
                0.00    0.00       2/328         Dodge::WinIO::unregisterCallback(Dodge::WinIO::winEvent_t, boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>) [121]
                0.00    0.00       1/2061        Dodge::EventManager::unregisterCallback(long, Functor<void, TypeList<Dodge::EEvent*, NullType> > const&) [120]
                0.00    0.00       1/3637        Dodge::EntityAnimations::~EntityAnimations() [105]
                0.00    0.00       6/358838      Dodge::Polygon::~Polygon() [51]
                0.00    0.00       1/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00       4/4           MemFunHandler<Functor<void, TypeList<int, TypeList<int, NullType> > >, Player*, void (Player::*)(int, int)>::~MemFunHandler() [696]
                0.00    0.00       2/2           MemFunHandler<Functor<void, TypeList<int, TypeList<int, NullType> > >, Player*, void (Player::*)(int, int)>::clone() const [725]
                0.00    0.00       2/749         boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>::~variant() [494]
                0.00    0.00       2/1540923     boost::detail::sp_counted_base::destroy() [397]
                0.00    0.00       1/5           MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Player*, void (Player::*)(Dodge::EEvent*)>::~MemFunHandler() [686]
                0.00    0.00       1/7           boost::detail::sp_counted_impl_p<CSprite>::~sp_counted_impl_p() [659]
                0.00    0.00       1/3646        std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Dodge::Transformation> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >*) [462]
                0.00    0.00       1/15          boost::detail::sp_counted_impl_p<Dodge::Texture>::~sp_counted_impl_p() [620]
                0.00    0.00       1/3648        Item::~Item() [461]
                                   2             boost::detail::shared_count::~shared_count() <cycle 1> [108]
                                   1             Dodge::Entity::~Entity() <cycle 1> [175]
-----------------------------------------------
                0.00    0.00      18/18          Throwable::clone() const [222]
[221]    0.0    0.00    0.00      18         Throwable::Throwable(Throwable const&) [221]
                0.00    0.00      18/3629        Dodge::Entity::Entity(Dodge::Entity const&) [130]
                0.00    0.00      17/3639        Dodge::Sprite::Sprite(Dodge::Sprite const&) [138]
                0.00    0.00      18/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00      18/3615        Item::Item(Item const&) [466]
-----------------------------------------------
                0.00    0.00      18/18          covariant return thunk to Throwable::clone() const [223]
[222]    0.0    0.00    0.00      18         Throwable::clone() const [222]
                0.00    0.00      18/18          Throwable::Throwable(Throwable const&) [221]
-----------------------------------------------
                0.00    0.00      18/18          Application::populateMap(Dodge::EEvent*) [30]
[223]    0.0    0.00    0.00      18         covariant return thunk to Throwable::clone() const [223]
                0.00    0.00      18/18          Throwable::clone() const [222]
-----------------------------------------------
                                  59             std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Item> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Item> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Item> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Item> > >*) [224]
                0.00    0.00       2/11          Application::freeAllAssets() [240]
                0.00    0.00       9/11          GameLogic::resetGame() [89]
[224]    0.0    0.00    0.00      11+59      std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Item> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Item> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Item> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Item> > >*) [224]
                0.00    0.00    3337/1786931     boost::detail::shared_count::~shared_count() <cycle 1> [108]
                                  59             std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Item> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Item> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Item> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Item> > >*) [224]
-----------------------------------------------
                0.00    0.00       4/115         Zombie::Zombie(Dodge::XmlNode) [238]
                0.00    0.00       5/115         Player::Player(Dodge::XmlNode) [235]
                0.00    0.00     106/115         Zombie::Zombie(Zombie const&) [199]
[225]    0.0    0.00    0.00     115         Dodge::Quad::Quad() [225]
                0.00    0.00     465/1009169     Dodge::Polygon::addVertex(Dodge::Vec2f const&) [43]
                0.00    0.00     114/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00     113/251442      Dodge::Polygon::Polygon() [117]
-----------------------------------------------
                                  18             boost::detail::shared_count::~shared_count() <cycle 1> [108]
                0.00    0.00       1/1786931     std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Dodge::Asset> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Dodge::Asset> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Dodge::Asset> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Dodge::Asset> > >*) [308]
[226]    0.0    0.00    0.00      19         Throwable::~Throwable() <cycle 1> [226]
                0.00    0.00      19/3637        Dodge::EntityAnimations::~EntityAnimations() [105]
                0.00    0.00      19/3646        std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Dodge::Transformation> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > > >::_M_erase(std::_Rb_tree_node<std::pair<long const, boost::shared_ptr<Dodge::Transformation> > >*) [462]
                0.00    0.00      18/3648        Item::~Item() [461]
                                  18             Dodge::Entity::~Entity() <cycle 1> [175]
-----------------------------------------------
                0.00    0.00       3/3           Application::deleteAsset(boost::shared_ptr<Dodge::Asset>) [153]
[227]    0.0    0.00    0.00       3         Zombie::removeFromWorld() [227]
                0.00    0.00       9/2061        Dodge::EventManager::unregisterCallback(long, Functor<void, TypeList<Dodge::EEvent*, NullType> > const&) [120]
                0.00    0.00       9/431414      Dodge::internString(std::string const&) [61]
                0.00    0.00       9/293         MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Zombie*, void (Zombie::*)(Dodge::EEvent*)>::~MemFunHandler() [516]
